artist,origin,school,art_movement,FirstYear,LastYear,Places
Frederik Ottens,West,,,,,
H.M. Bremer,West,,,,,
Willem Bal,West,,,,,
Daniël Broedelet,West,,,,,
Ysack Greve,West,,,,,
Rudolph van Groenenbergh,West,,,,,
Barent Greve,West,,,,,
Jean Henri van Schawberg,West,,,,,
De Vri & Van Stegeren Clement,West,,,,,
Nicolaas Cornel,West,,,,,
P.J. Delhuvenne,West,,,,,
J.A. Aldag,West,,,,,
Broese & Comp.,West,,,,,
P.C.L. van Staden Czn.,West,,,,,
Delhuvenne & Co. Wellens,West,,,,,
Erve H. Rynders,West,,,,,
Johan Christiaan Willem Safft,West,,,,,
Johan Bernard Scheffer,West,,,,,
Cornelia Marjolin-Scheffer,West,,,,,
Aegidius van Schoor,West,,,,,
Jacobus van Schoor,West,,,,,
Jan Schorkens,West,,,,,
Jan Schouten,West,,,,,
Hendrik Marcus Schouten,West,,,,,
Philippe de Soye,West,,,,,
Adrianus Serné,West,,,,,
Hendrik Jacobsz Soeteboom,West,,,,,
Johannes van Solingen,West,,,,,
Paul van Somer (II),West,,,,,
T. Kaneo,West,,,,,
Gijsbert de Groot Keur,West,,,,,
Erven Weduwe Gijsbert de Groot,West,,,,,
Charles Edmé Saint-Marcel-Cabin,West,,,,,
Kobayashi Kiyochika,West,,,,,
Johann Heinrich Meil (der Ältere),West,,,,,
Claude Mellan,West,,,,,
Mensing & Van Westreenen,West,,,,,
Hendrik Moolenyzer,West,,,,,
Cornelis Johannes Koster,West,,,,,
Alexander Cranendoncq,West,,,,,
V. Dubrulle,West,,,,,
Jan Scharp,West,,,,,
Erve Wijsmuller,West,,,,,
Johann Michael Voltz,West,,,,,
Claude Goyrand,West,,,,,
Jean Baptiste Madou,West,,,,,
Leonardus Schweickhardt,West,,,,,
Willem George Frederik Heijmans,West,,,,,
Nicolaus Heideloff,West,,,,,
Petrus Franciscus Greive,West,,,,,
C. & G. Zangaki,West,,,,,
C. Marcussen,West,,,,,
Herman Antonius van Daalhoff,West,,,,,
Gerardus Emaus de Micault,West,,,,,
Johannes Gijsbert Vogel,West,,,,,
Abraham Krayestein,West,,,,,
Ary Scheffer,West,,,,,
Diederik Franciscus Jamin,West,,,,,
Philippus Anthonius Alexander Kanne,West,,,,,
Van Kerm,West,,,,,
De Twee Scheepjes,West,,,,,
Johannes Hubertus Reygers,West,,,,,
Gebroeders Giunta d'Albani,West,,,,,
Roelof van der Meulen,West,,,,,
Johannes Donker,West,,,,,
François Joseph Pfeiffer,West,,,,,
H. Heij,West,,,,,
Isaac van Ostade,West,,,,,
Josse Sébastien Van den Abeele,West,,,,,
A. Schaub,West,,,,,
Johannes Adrianus Schultz,West,,,,,
Gerard Seghers,West,,,,,
Carlo Naya,West,,,,,
Atelier Herz,West,,,,,
Louis Bonnard,West,,,,,
Bernard de Jong,West,,,,,
Gerrit Hendricus Heinen,West,,,,,
Matthäus Merian (I),West,,,,,
Matthias von Somer,West,,,,,
Chôsui,West,,,,,
Monogrammist M,West,,,,,
Monogrammist MW (graveur),West,,,,,
Dirk Wijbrand Tollenaar,West,,,,,
Gebroeders Koster,West,,,,,
Jacob Coldewijn,West,,,,,
Drukkerij  Landbouwkundig  Gesticht,West,,,,,
Harper,West,,,,,
Willem Koels,West,,,,,
Diedrich Carl Muller & Co,West,,,,,
Nicolò della Casa,West,,,,,
Léon Auguste Asselineau,West,,,,,
Jacques-Philippe Le Bas,West,,,,,
Max Liebermann,West,,,,,
Jean Pesne,West,,,,,
J. Haas,West,,,,,
Tan Tjie Lan,West,,,,,
Lo Khing Tong,West,,,,,
Michel Liénard,West,,,,,
J. Herman,West,,,,,
Charles Claesen,West,,,,,
C. Normand,West,,,,,
Eugen Napoleon Neureuther,West,,,,,
Julienne,West,,,,,
Herm. Albrecht,West,,,,,
NGP,West,,,,,
weduwe Gijsbert de Groot,West,,,,,
Jean-Louis Van Hemelryck,West,,,,,
François Bonvin,West,,,,,
Jacques Raymond Brascassat,West,,,,,
Van Meurs & Co,West,,,,,
Christiaan Sepp,West,,,,,
Herman Daniël van Perls,West,,,,,
Cornelia Scheffer-Lamme,West,,,,,
Henri Braakensiek,West,,,,,
Johannes Hubertus Leonardus de Haas,West,,,,,
Jacob Frey (der Ältere),West,,,,,
P.J. Masier,West,,,,,
M. Weber,West,,,,,
Henry de Triqueti,West,,,,,
Dirk Meland Langeveld,West,,,,,
A. Schol (II),West,,,,,
Herman Diederick Tjeenk Willink,West,,,,,
Anthon Gerhard Alexander van Rappard,West,,,,,
Ernst Ludwig Riepenhausen,West,,,,,
Robert Dighton,West,,,,,
Johann Esaias Nilson,West,,,,,
Nicolaes de Kemp,West,,,,,
John Dillwyn Llewelyn,West,,,,,
Theodorus Johannes Wijnhoven-Hendriksen,West,,,,,
T.C. Hoffers,West,,,,,
Christiaan Jacob Schuyling,West,,,,,
Adrien Louis Marie Cavelier,West,,,,,
Joseph Nussbaumer,West,,,,,
Edward Rooker,West,,,,,
Cornelis Rudolphus Theodorus Krayenhoff,West,,,,,
Lazarino Fortunato Cominazzo,West,,,,,
Shunkôsai Hokushû,West,,,,,
Willem Kick,West,,,,,
Jacob Laurensz. van der Vinne,West,,,,,
Carl Pietzner,West,,,,,
Marinus P. Filbri,West,,,,,
Leendert Springer (I),West,,,,,
Robert Jefferson Bingham,West,,,,,
A. van Goethem,West,,,,,
Vendôme,West,,,,,
M. Stevens,West,,,,,
De Liège,West,,,,,
Jan van der Straet,West,,,,,
Ludwig Emil Grimm,West,,,,,
Escalier de Cristal,West,,,,,
Maison Vever,West,,,,,
Catharina Kemper,West,,,,,
"Löw (firma Herz) , S.",West,,,,,
Georges Montorgueil,West,,,,,
Jacques Couché,West,,,,,
Ern. Thill,West,,,,,
H.C. de Graaff,West,,,,,
Emmanuel L. Pottier,West,,,,,
J. Pascal Sébah,West,,,,,
Zangaki,West,,,,,
Koene & Co.,West,,,,,
F. Skeen & Co.,West,,,,,
Bernhard Johannes,West,,,,,
Machiel Hendricus Laddé,West,,,,,
W.G. Kuijer,West,,,,,
Cornelis Leenheer Sr,West,,,,,
H. Sanders & Co.,West,,,,,
J.M. van Kempen (firma),West,,,,,
Hans Sibmacher,West,,,,,
Gerrit de Grendel,West,,,,,
Maxime Du Camp,West,,,,,
Alois Löcherer,West,,,,,
Hasegawa Settan,West,,,,,
Johannes van der Vet,West,,,,,
N.V. Plateelbakkerij Ram,West,,,,,
Jan Koningh,West,,,,,
Jacobus Wendel,West,,,,,
Reinier Arrenberg en Zoon,West,,,,,
P.H. Meyer & Co.,West,,,,,
Antoine Sallaert,West,,,,,
Arnold van Westerhout,West,,,,,
Anthonis Pietersz. van der Willigen,West,,,,,
Hans Witdoeck,West,,,,,
Anne Claude Philippe Caylus,West,,,,,
Lodewijk Anthony Vintcent,West,,,,,
Lambert Visscher,West,,,,,
Joannes Pieter Visser Bender,West,,,,,
Jan Soukens,West,,,,,
Jacob de Weert,West,,,,,
Jean de Weert,West,,,,,
Willem Frederik Wehmeyer,West,,,,,
Frederik Hendrik Weissenbruch,West,,,,,
Jan Weissenbruch,West,,,,,
M. Val,West,,,,,
Abraham Veelwaard,West,,,,,
Gijsbert van Veen,West,,,,,
A. Verkerk,West,,,,,
Giovanni Francesco Costa,West,,,,,
Cornelis Johannes Lodewicus Vermeulen,West,,,,,
Henri Wouters,West,,,,,
Johannes de Vletter & Comp.,West,,,,,
Jan Schenk,West,,,,,
Barend Willem van der Graaff,West,,,,,
Pieter le Comte,West,,,,,
Neurdein Frères,West,,,,,
A.L. Preuninger,West,,,,,
Gebroeders van Arum,West,,,,,
Monogrammist AVV,West,,,,,
Jean Audran,West,,,,,
Bernard Baron,West,,,,,
Antoine de Marcenay de Ghuy,West,,,,,
Israël David Kiek,West,,,,,
Pieter van Woensel,West,,,,,
Monogrammist GA met de voetangel,West,,,,,
Nicolas Beatrizet,West,,,,,
Georg Heinrich Busse,West,,,,,
Panoramic Photo Co.,West,,,,,
Petronella van Woensel,West,,,,,
Evert Doublet,West,,,,,
Harmanus Henke,West,,,,,
Stefano della Bella,West,,,,,
Antoon Derkinderen,West,,,,,
Andrea Andreani,West,,,,,
François Antoine Aveline,West,,,,,
Pierre Alexandre Aveline,West,,,,,
Frederick Bacon,West,,,,,
Etienne Baudet,West,,,,,
Tom van Heel,West,,,,,
A. Brussele,West,,,,,
H.W.K.,West,,,,,
M. Graadt van Roggen,West,,,,,
W. Roosing,West,,,,,
Johannes de Vreede,West,,,,,
Henri Adolphe Schaep,West,,,,,
Alexander Schaepkens,West,,,,,
Theodoor Schaepkens,West,,,,,
B. van Zijl,West,,,,,
Jan Smees,West,,,,,
A. Smit,West,,,,,
Jan Smit (II),West,,,,,
Jan Smit (I),West,,,,,
Jan Gerard Smits,West,,,,,
Jan Snellen,West,,,,,
Hendrik Snyers,West,,,,,
Johannes Steyn,West,,,,,
Ignatius van der Stock,West,,,,,
Josua van Iperen,West,,,,,
Philibert Bouttats,West,,,,,
Etienne Desrochers,West,,,,,
Monogrammist JH (graveur),West,,,,,
Popko van Groningen,West,,,,,
Floris May,West,,,,,
Johann Georg Seiller,West,,,,,
Jan Verkolje,West,,,,,
Jan de Leeuw,West,,,,,
P. Koumans Smeding,West,,,,,
Burggraaff,West,,,,,
Margareta van Bancken,West,,,,,
jonkheer Jacob Eduard van Heemskerck van Beest,West,,,,,
Gerard Voorduin,West,,,,,
Johannes van der Hey,West,,,,,
Koninklijke Drukkerij,West,,,,,
Jan Baptist Tetar van Elven,West,,,,,
Hendrik Vorderman,West,,,,,
A. Kaulfuss,West,,,,,
Gualtherus Vosmaer,West,,,,,
Noach van der Meer,West,,,,,
Matthijs Balen (1684-1766),West,,,,,
Ambrosius Justus Zubli,West,,,,,
Samuel Iperusz Wiselius,West,,,,,
Pieter Schenk (II),West,,,,,
Georg Friedrich Schmidt,West,,,,,
Edouard de Beaumont,West,,,,,
Louis Anquetin,West,,,,,
Ernest Cicéri,West,,,,,
Angèle Delasalle,West,,,,,
Jules Baron Finot,West,,,,,
Félix Hilaire Buhot,West,,,,,
Johannis Waleson,West,,,,,
W. van Bergen,West,,,,,
Edgar Degas,West,,,,,
Adolphe Mouilleron,West,,,,,
Roberto Rive,West,,,,,
Carl Wilhelm Kolbe (I),West,,,,,
Jean de la Barre,West,,,,,
Cornelis Albertus Johannes Schermer,West,,,,,
Frank Short (Sir),West,,,,,
Hendrik van Munster & Zoon,West,,,,,
Wouter Jongman,West,,,,,
F. Houtkamp,West,,,,,
Gustave Doré,West,,,,,
Herdingh en Du Mortier,West,,,,,
Johann Martin Bernigeroth,West,,,,,
Johannes Evert Akkeringa,West,,,,,
Hendrik Godfried Icke,West,,,,,
Nicolaes Cornelisz. Witsen,West,,,,,
Petrus Paulus Schiedges (I),West,,,,,
Frans Schikkinger,West,,,,,
Takeuchi Keishu,West,,,,,
Isaac Gosschalk,West,,,,,
Carl Albert von Lespilliez,West,,,,,
Raphaël Sadeler (II),West,,,,,
Julius Jacobus van de Sande Bakhuyzen,West,,,,,
Jacobus Schijnvoet,West,,,,,
Christiaan Godfried Schutze van Houten,West,,,,,
Hendrik Chalon,West,,,,,
Jean Covitré,West,,,,,
A. Buiteweg,West,,,,,
Johannes Frederik Engelbert ten Klooster,West,,,,,
Johan Thorn Prikker,West,,,,,
Monogrammist IF (graveur),West,,,,,
Monogrammist PI (graveur),West,,,,,
Monogrammist SI,West,,,,,
Monogrammist VD,West,,,,,
William Faithorne (II),West,,,,,
Eugène Delacroix,West,,,,,
Paul Gavarni,West,,,,,
Peter van Lint,West,,,,,
Johann Liss,West,,,,,
Michel van Lochom,West,,,,,
Arnold Loemans,West,,,,,
David Loggan,West,,,,,
Jan van Lokhorst,West,,,,,
Charles Louis Mozin,West,,,,,
Antoine Masson,West,,,,,
Gebroeders van Lier,West,,,,,
Émile Gallé,West,,,,,
Jean Toutin,West,,,,,
W.J. Kat,West,,,,,
Burnet Reading,West,,,,,
Théodore Fourmois,West,,,,,
Pierre Simonau,West,,,,,
Merman Koster,West,,,,,
Gualtherus Kolff,West,,,,,
Ker Xavier Roussel,West,,,,,
W. & M.P. Hissink,West,,,,,
W. & J. Hissink,West,,,,,
weduwe H.J. Mellink,West,,,,,
David le Jolle,West,,,,,
Joannes Barnardus Antonius Maria Westerwoudt,West,,,,,
David Oyens,West,,,,,
John Martin (1789-1854),West,,,,,
Frank Meadow Sutcliffe,West,,,,,
E. Fabronius,West,,,,,
José Maria Sert,West,,,,,
J. Desjardins,West,,,,,
Réville,West,,,,,
Millin,West,,,,,
Gottfried Engelmann,West,,,,,
Montaut d'Oleron. Gabriel Xavier,West,,,,,
Hopwood,West,,,,,
P. de Villiers,West,,,,,
Pardinel,West,,,,,
Anaïs Colin-Toudouze,West,,,,,
J. Bonnard,West,,,,,
Préval,West,,,,,
Louis Berlier,West,,,,,
A. Portier,West,,,,,
Carrache,West,,,,,
F. Appel,West,,,,,
G Fath,West,,,,,
Huard,West,,,,,
E. Bracquet,West,,,,,
E. Monnin,West,,,,,
A. Bodin,West,,,,,
P. Deferneville,West,,,,,
Jean Louis Darcis,West,,,,,
Toudouze Isabelle Desgrange,West,,,,,
A.B. Duhamel,West,,,,,
Edouard Tailland,West,,,,,
A Paul,West,,,,,
Charles Rabouille,West,,,,,
Paul Lacourière,West,,,,,
Monogrammist MVJO,West,,,,,
Guido Gonin,West,,,,,
Cholet,West,,,,,
Léopold Reutlinger,West,,,,,
Clotilde,West,,,,,
J Morel,West,,,,,
Cléo,West,,,,,
George Barbier,West,,,,,
Monogrammist MFN,West,,,,,
Léon Bakst,West,,,,,
Huberto,West,,,,,
Georges Jacques Gatine,West,,,,,
Jacques Sturm,West,,,,,
J. de Jongh,West,,,,,
François Desprez,West,,,,,
Fernand Siméon,West,,,,,
Friedrich Justin Bertuch,West,,,,,
L. Mesnil,West,,,,,
McLean (uitgever),West,,,,,
Christoph Krieger,West,,,,,
R. Drivon,West,,,,,
G-P. Joumard,West,,,,,
Albertus van Beest,West,,,,,
Mizuno Toshikata,West,,,,,
Kobayashi Toshimitsu,West,,,,,
Ferdinand Berkmans,West,,,,,
Christiaan Batelt,West,,,,,
van Arum,West,,,,,
C. Bachman,West,,,,,
Barratts Photo Press Agency,West,,,,,
A. Lemonnier,West,,,,,
Piloty & Löhle,West,,,,,
George Vertue,West,,,,,
Paul César Helleu,West,,,,,
T.L. Thompson,West,,,,,
Wilhelmus Cornelis Chimaer van Oudendorp,West,,,,,
Gebroeders Thompson,West,,,,,
Barent Velthuysen,West,,,,,
Willem Charles Magnenat,West,,,,,
Nicolaes Visscher (I),West,,,,,
J. Wendel en Zoon,West,,,,,
David Weege,West,,,,,
Willem Carl Wansleven,West,,,,,
Jan Balzer,West,,,,,
Jacques François Blondel,West,,,,,
Henk Henriët,West,,,,,
Rudolph Jacob Schierbeek,West,,,,,
Frans de Haes,West,,,,,
Maxime François Antoine Lalanne,West,,,,,
Johannes Scheffers,West,,,,,
Christoffel van Sichem (IV),West,,,,,
Pierre Lombard,West,,,,,
Torii Kiyotada,West,,,,,
Yo Sugano,West,,,,,
"Kunisada (II) , Utagawa",West,,,,,
Onchi Kôshirô,West,,,,,
Yamaguchi Gen,West,,,,,
Maekawa Senpan,West,,,,,
Imao Keinen,West,,,,,
Kano Tsunenobu,West,,,,,
Munakata Shikô,West,,,,,
Thomas Cool,West,,,,,
Giuseppe Incorpora,West,,,,,
Pierre Adrien Le Beau,West,,,,,
Antonie van der Beek,West,,,,,
Christiaan Bos,West,,,,,
William Notman,West,,,,,
Everhardus Koster,West,,,,,
A.J. Verheij,West,,,,,
Fotodienst NSB,West,,,,,
NSB,West,,,,,
Ogata Gekkô,West,,,,,
Olivier Pinot,West,,,,,
J.J. Cöntgen,West,,,,,
A. Champion,West,,,,,
Jan Kuyper,West,,,,,
Reijer Stolk,West,,,,,
Aegidius Dickmann,West,,,,,
Johann Ernst Gericke,West,,,,,
Giovanni Caramelli,West,,,,,
Charls & Co.,West,,,,,
GJ,West,,,,,
Frédéric-Auguste Cazals,West,,,,,
Heinrich Kühn,West,,,,,
Jan Schuitemaker,West,,,,,
Jacobus Thompson,West,,,,,
"Monogrammist HK (Nederland, 20ste eeuw)",West,,,,,
David Vermeulen,West,,,,,
François Magneé,West,,,,,
Ambroise Tardieu,West,,,,,
C. Beneworth,West,,,,,
Michel Mourot,West,,,,,
Pierre Fourdrinier,West,,,,,
Joseph Pennell,West,,,,,
Jost Amman,West,,,,,
Francesco Vanni,West,,,,,
George Clausen,West,,,,,
Willem van der Laegh,West,,,,,
Goetz,West,,,,,
E. Ille,West,,,,,
J. Beeg,West,,,,,
Henri Voordecker,West,,,,,
Dirk van Lubeek,West,,,,,
Johannes Egbertus van Lieshout,West,,,,,
William Heath,West,,,,,
Johann Georg Schreiner,West,,,,,
Carl Mayer,West,,,,,
Jean Mariette,West,,,,,
Jan Hoynck van Papendrecht,West,,,,,
Willem Anthonie van Deventer,West,,,,,
Caroline Watson,West,,,,,
E. Bell,West,,,,,
Hendriksen junior & Ulrich,West,,,,,
Eugène Isabey,West,,,,,
J. Jacconal,West,,,,,
Henri Lebasque,West,,,,,
François Séraphin Delpech,West,,,,,
B. Fröhlich,West,,,,,
Roemer Visscher,West,,,,,
Mori Ippô,West,,,,,
Wilhelm Busch,West,,,,,
Alexandre Clément,West,,,,,
M. Heil,West,,,,,
C. Reinhardt,West,,,,,
E. Küster,West,,,,,
Ernst Fröhlich,West,,,,,
Hermann van der Moolen,West,,,,,
Eugène Van Maldeghem,West,,,,,
Michele Marieschi,West,,,,,
Ferdinand Luigini,West,,,,,
Maurits Leon,West,,,,,
J.G. Kirby,West,,,,,
Adèle Kindt,West,,,,,
Dirk Jan Hendrik Joosten,West,,,,,
Frédéric Auguste La Guillermie,West,,,,,
Klaas Kleiterp (I),West,,,,,
L'Epreuve,West,,,,,
R. Kuballa,West,,,,,
Joods Nationaal Fonds,West,,,,,
Hendrik Rokesz. van Dagen,West,,,,,
J. Nolte,West,,,,,
Lamouche,West,,,,,
A. de Ker,West,,,,,
Pieter van Sompel,West,,,,,
Thomas Major,West,,,,,
Woutherus Mol,West,,,,,
Gerhardus Philippus Zalmans,West,,,,,
Monogrammist W.H.V.,West,,,,,
Delannoy & Lix,West,,,,,
Heidemann,West,,,,,
J. Johnston,West,,,,,
Pierre C. Puvis de Chavannes,West,,,,,
William James Smith,West,,,,,
LP,West,,,,,
Ferdinand Ernst Lintz,West,,,,,
Johannes Hendrikus Antonius Maria Lutz,West,,,,,
Gaspare Oselli,West,,,,,
Werner,West,,,,,
Jerôme David,West,,,,,
John Raphael Smith,West,,,,,
Marie de Roode-Heijermans,West,,,,,
Rijshouwer,West,,,,,
Hans Rogiers van Harelbeke,West,,,,,
Rinus Reus,West,,,,,
Katja Robinski,West,,,,,
Alie Rondberg-Vrauwdêunt,West,,,,,
Provincie Holland,West,,,,,
Fr. Hundt,West,,,,,
M. Hemeleers-van Houter,West,,,,,
A. Robyn,West,,,,,
R.T. Powney,West,,,,,
Johanna Wilhelmina von Stein Callenfels,West,,,,,
Leo,West,,,,,
Johannes Jacobus Paling,West,,,,,
Piet Meiners,West,,,,,
ANEFO,West,,,,,
Louis Mettling,West,,,,,
Coen Metzelaar,West,,,,,
N.M. Schild,West,,,,,
Claudio Linati,West,,,,,
Morris Jacob Dessaur,West,,,,,
R. Cooper,West,,,,,
Willem I Frederik (koning der Nederlanden),West,,,,,
Lutkie & Cranenburg,West,,,,,
A. Bouwens,West,,,,,
Samuel Graenicher,West,,,,,
Willem Frederik Boelsums,West,,,,,
Vereenigde Fotobureaux Amsterdam,West,,,,,
Héliodore Joseph Pisan,West,,,,,
J. Wallace Bradley,West,,,,,
Antoine Valérie Bertrand,West,,,,,
Johann Nepomuk Strixner,West,,,,,
Antoine Joseph Wiertz,West,,,,,
Wouter Verschuur (1812-1874),West,,,,,
Vrij Nederland,West,,,,,
Wilhelmina (koningin der Nederlanden),West,,,,,
Georg Eduard Otto Saal,West,,,,,
Hendrik Wilhelmus Last,West,,,,,
Schalekamp & Van de Grampel,West,,,,,
Nolet & Zoon,West,,,,,
Brepols & Dierckx zoon,West,,,,,
F. Holtkamp,West,,,,,
E.J. Meyer,West,,,,,
Jean de La Fontaine,West,,,,,
J. Dory,West,,,,,
François du Quesnoy,West,,,,,
Erich Salomon,West,,,,,
Willem Cornelis van Baarsel,West,,,,,
H.A. van Karnebeek,West,,,,,
Diponegoro,West,,,,,
Willem Pieter Hoevenaar,West,,,,,
Walter Barnett,West,,,,,
Monogrammist ADF,West,,,,,
Anton Dirckx,West,,,,,
Pierre Edme Babel,West,,,,,
Pierre Emile Tilly,West,,,,,
J.B. Clermans,West,,,,,
Smeeton Tilly,West,,,,,
Margaretha Roosenboom,West,,,,,
Alexandre Louis Marie Charpentier,West,,,,,
Knackstedt & Näther,West,,,,,
Inagaki Kadô,West,,,,,
H.I. Colleye,West,,,,,
Johann Nepomuk Gibèle,West,,,,,
Nicolaas Johannes Wilhelmus de Roode,West,,,,,
P.E. van Staden,West,,,,,
Guy de Coral & Co.,West,,,,,
A.W Plate & Co.,West,,,,,
Simon de Visser,West,,,,,
Johannes George Frans van Arum,West,,,,,
Adolf le Comte,West,,,,,
Jean François Bosio,West,,,,,
Nakamura Shûkô,West,,,,,
"Kunisada (III) , Utagawa",West,,,,,
Jinsai Rosetsu,West,,,,,
Banri,West,,,,,
Auguste Boulard,West,,,,,
Félix Bovie,West,,,,,
F. Bouman,West,,,,,
Hermanus J. Slothouwer,West,,,,,
Pierre Joseph Toussaint,West,,,,,
Karl Blossfeldt,West,,,,,
Glenisson & Zonen,West,,,,,
Mospo Sostawitol,West,,,,,
Willem Leendert Bruckman,West,,,,,
J. de Clercq,West,,,,,
Cesare Biseo,West,,,,,
Ceko,West,,,,,
Cornelis de Bruyn,West,,,,,
Gordinne,West,,,,,
Monogrammist G.J.,West,,,,,
I.I. de Lanier,West,,,,,
Mindermann & Co.,West,,,,,
Jan de Lange (II),West,,,,,
Verlagsanstalt Fr. Bruckmann A.-G.,West,,,,,
Eva Charlotte Pennink-Boelen,West,,,,,
Georgius Jacobus Johannes van Os,West,,,,,
Isaac Briot,West,,,,,
Charles Nicolas Cochin (I),West,,,,,
Jean Couvay,West,,,,,
Heinrich Guttenberg,West,,,,,
Robert Delaunay,West,,,,,
Jean Charles Baquoy,West,,,,,
P. Vicenzo Maria Coronelli,West,,,,,
Arthur Hawksley,West,,,,,
Pieter Janson,West,,,,,
Frans Smissaert,West,,,,,
C. Perret,West,,,,,
Lorenzo Baldissera Tiepolo,West,,,,,
Anna Catharina Maria van Eeghen,West,,,,,
Claudine Sudre,West,,,,,
Ary Johannes Lamme,West,,,,,
Johannes Abraham Mondt,West,,,,,
Johannes Reekers (II),West,,,,,
Pierre Georges Jeanniot,West,,,,,
Valentine Green,West,,,,,
Johannes Reekers,West,,,,,
Gebroeders Kleyn van Willigen,West,,,,,
L. Lazare,West,,,,,
Wolfgang Meyerpeck,West,,,,,
F.W. Schmidt,West,,,,,
Real Academia de Nobles Artes de San Fernando,West,,,,,
Antoine Louis Romanet,West,,,,,
Erven Hendrik van der Putte,West,,,,,
S. Sly,West,,,,,
W. Cheshire,West,,,,,
Monogrammist JBZ (19e eeuw),West,,,,,
Mr. L. de Bruyn,West,,,,,
Jean-Baptiste Van der Hulst,West,,,,,
Giovanni Antonio Sasso,West,,,,,
Lilly Samuel,West,,,,,
Ross Verlag,West,,,,,
Vve. Vagneur,West,,,,,
Southern Pacific Company,West,,,,,
Henry Scheffer,West,,,,,
Cornelis Stephanus Roos,West,,,,,
Nicolaas Johannes Roosenboom,West,,,,,
Cornelis Spoor,West,,,,,
Jacobus Schoemaker Doyer,West,,,,,
Augustus van der Steene,West,,,,,
Sport & General Press Agency,West,,,,,
P. Steensma,West,,,,,
Staten van Friesland,West,,,,,
Franz Xaver Winterhalter,West,,,,,
Herman Wolbers,West,,,,,
Velox Foto,West,,,,,
Hendrik Jonker,West,,,,,
A.C. Cooper,West,,,,,
Theodor Langer,West,,,,,
Ferdinand Leenhoff,West,,,,,
Johan Noman,West,,,,,
Nicolas de Larmessin (III),West,,,,,
Johannes Franciscus Hoppenbrouwers,West,,,,,
Willem Arondeus,West,,,,,
A.F. de Ruiter,West,,,,,
B. Vermeulen,West,,,,,
Covens en Zoon Mortier,West,,,,,
A. Cassé,West,,,,,
Barnett & Co.,West,,,,,
Pietro Antonio Martini,West,,,,,
Louis Marvy,West,,,,,
A. Jacobs,West,,,,,
Oehmigke & Riemschnieder,West,,,,,
Johannes Seydel,West,,,,,
Dirk van der Sluis,West,,,,,
Maurice Denis,West,,,,,
Johan Coenraad Leich,West,,,,,
Nicolas Bonnart (fils),West,,,,,
S. & W. Koene,West,,,,,
Polygoon,West,,,,,
Pieter Jan Guise,West,,,,,
Jan Bernardus Ulrich,West,,,,,
D. Lijsen,West,,,,,
Walter Crane,West,,,,,
Félicien Rops,West,,,,,
Louis Stanislas Marin-Lavigne,West,,,,,
Friedrich Robert Prinz,West,,,,,
Ôkura Kôtô,West,,,,,
Adolphe Zimmermans,West,,,,,
Henri Dochy,West,,,,,
Riffarth & Co Meisenbach,West,,,,,
firma Jos. Scholz,West,,,,,
J.H. van Wees (II),West,,,,,
Achille Devéria,West,,,,,
Johann Elias Ridinger,West,,,,,
Utagawa Kunimitsu,West,,,,,
E. Guyard,West,,,,,
Franciscus Antonius Beersmans,West,,,,,
Friedrich Leonhard Lehmann,West,,,,,
Franziska Schöpfer,West,,,,,
J. Rémon,West,,,,,
M. Golde,West,,,,,
Gebroeders van de Weijer,West,,,,,
Josephus Hendrikus Petrus Coppens,West,,,,,
G.J. d' Ancona,West,,,,,
Koenraad Fuhri,West,,,,,
Casparus Lootsman,West,,,,,
Van de Grampel & Bakker Schalekamp,West,,,,,
Hermanus van Lubeek,West,,,,,
Philipp Winterwerb,West,,,,,
Bernardus Arnoldus van der Eerden,West,,,,,
Joan Wielant,West,,,,,
Emile Benoit Babilon,West,,,,,
Alfred Ronner,West,,,,,
Henriëtte Ronner,West,,,,,
Chens Photo Studio,West,,,,,
Jan Hendriksen,West,,,,,
Abraham Teerlink,West,,,,,
Anton Muttenthaler,West,,,,,
A. Müller,West,,,,,
Ludwig Gustav Voltz,West,,,,,
Pierre Gosse en Zoon (jr.),West,,,,,
Stauber,West,,,,,
Franz Graf von Pocci,West,,,,,
Feodor Dietz,West,,,,,
Moritz von Schwind,West,,,,,
Kaspar Braun,West,,,,,
Paul Sigmund Habelmann,West,,,,,
Herman Hendrik de Quiter (I),West,,,,,
Benoit,West,,,,,
Pieter Roosing,West,,,,,
W. G. van de Sande,West,,,,,
Jan Termeulen (II),West,,,,,
Bernard François Lépicié,West,,,,,
Johann Jacob Lips,West,,,,,
Frederic C. Wentzel,West,,,,,
Louis Huard,West,,,,,
Joannes Willem Vos,West,,,,,
Henry Heath,West,,,,,
Johannes Enschedé (I),West,,,,,
Maria Vos,West,,,,,
Charles Burckhardt,West,,,,,
opvolgers Charles Burckhardt,West,,,,,
Wilhelm Cornelis Bauer,West,,,,,
Dirk Noothoven van Goor,West,,,,,
Émile Bernard,West,,,,,
A. Chaillot,West,,,,,
E. Cheffer,West,,,,,
Willaeys,West,,,,,
Johan Adolph Rust,West,,,,,
Charles Goy,West,,,,,
J. Scotti,West,,,,,
R. Schulz,West,,,,,
Robert Pollard (I),West,,,,,
Cardon,West,,,,,
Henri Van der Haert,West,,,,,
Narcisse Virgile Diaz de la Peña,West,,,,,
Ruckert,West,,,,,
Emilia,West,,,,,
Johan Hendrik Hoffmeister,West,,,,,
Jacobus Theodorus Abels,West,,,,,
F. Steub,West,,,,,
Max Haider,West,,,,,
A. Böeseken,West,,,,,
